parameter,value
planet_1_rp_r_star,0.016892248738017798
planet_1_rp_r_star_err,0.00027975439243304673
planet_1_rp_r_star_16,0.016629886817318904
planet_1_rp_r_star_84,0.017174934591613254
planet_1_b,0.6225972728937488
planet_1_b_err,0.04503464221420886
planet_1_b_16,0.5768537704497327
planet_1_b_84,0.6673434585177908
planet_1_period,6.267848276873526
planet_1_period_err,3.164009741293797e-05
planet_1_period_16,6.267817424775462
planet_1_period_84,6.267880069931941
planet_1_t0,3042.8870192117683
planet_1_t0_err,0.00039730879830399395
planet_1_t0_16,3042.8866247751744
planet_1_t0_84,3042.8874054361722
planet_1_rho_star,1.0366831721602883
planet_1_rho_star_err,0.13934496395367538
planet_1_rho_star_16,0.8966443598933479
planet_1_rho_star_84,1.1772715521556782
planet_1_a_r_star,12.916830203348182
planet_1_a_r_star_err,0.5842670739559656
planet_1_a_r_star_16,12.306866987720861
planet_1_a_r_star_84,13.476149916833004
planet_1_t14_hr,2.986315714721428
planet_1_t14_hr_err,0.014088782289128028
planet_1_t14_hr_16,2.973468329453897
planet_1_t14_hr_84,3.0012842272886116
planet_1_rp_earth,2.12410946703546
planet_1_rp_earth_err,0.09936147713870028
planet_1_rp_earth_16,2.0270871043277565
planet_1_rp_earth_84,2.222654746111674
planet_1_a_au,0.06896369103205875
planet_1_a_au_err,0.004376910010046829
planet_1_a_au_16,0.06461810015796567
planet_1_a_au_84,0.07333742028597022
planet_1_t_eq,1164.0136247546836
planet_1_t_eq_err,1006.9762428126581
planet_1_t_eq_16,20.60661774969535
planet_1_t_eq_84,2339.97617353241
planet_2_rp_r_star,0.01491446648716594
planet_2_rp_r_star_err,0.000745251362299291
planet_2_rp_r_star_16,0.014242473095481366
planet_2_rp_r_star_84,0.01564293754601549
planet_2_b,0.2512217208120852
planet_2_b_err,0.19006388325443546
planet_2_b_16,0.07348583411180575
planet_2_b_84,0.4922506385250344
planet_2_period,28.77662479205578
planet_2_period_err,0.044754473243435754
planet_2_period_16,28.77206451708806
planet_2_period_84,28.861123818336463
planet_2_t0,3068.6344358487195
planet_2_t0_err,0.13359392036221526
planet_2_t0_16,3068.3831210151475
planet_2_t0_84,3068.647938297447
planet_2_rho_star,1.0366831721602883
planet_2_rho_star_err,0.13934496395367538
planet_2_rho_star_16,0.8966443598933479
planet_2_rho_star_84,1.1772715521556782
planet_2_a_r_star,35.70030616792934
planet_2_a_r_star_err,1.6191852643975695
planet_2_a_r_star_16,34.01239758662406
planet_2_a_r_star_84,37.2532232659138
planet_2_t14_hr,5.982836556889989
planet_2_t14_hr_err,0.5136030763238907
planet_2_t14_hr_16,5.445448818144846
planet_2_t14_hr_84,6.358390537376263
planet_2_rp_earth,1.873588011678522
planet_2_rp_earth_err,0.12574867987457464
planet_2_rp_earth_16,1.7510450041298098
planet_2_rp_earth_84,2.0003783237048878
planet_2_a_au,0.19087088341795705
planet_2_a_au_err,0.012240384756058164
planet_2_a_au_16,0.1783296618652369
planet_2_a_au_84,0.20294496719662505
planet_2_t_eq,705.4362768838077
planet_2_t_eq_err,598.6988434585724
planet_2_t_eq_16,12.80452253272455
planet_2_t_eq_84,1379.7396207437453
stellar_r_star,1.15
stellar_r_star_err,0.05
stellar_m_star,1.0348225993061717
stellar_m_star_err,0.10348225993061717
stellar_teff,5855.533203125
stellar_teff_err,5857.32373046875
stellar_logg,4.223499774932861
stellar_logg_err,
stellar_feh,-0.2298000007867813
stellar_feh_err,
stellar_lum,
stellar_lum_err,
stellar_age,
stellar_age_err,
stellar_method,gaia_only
stellar_rho_star,0.9592729799660152
stellar_rho_star_err,0.15766325562281935
period_d,6.267763005662437
period_source,archive
