toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
3782.01,396813816,APC,06h34m09.28s,98.538646,+66d38m04.79s,66.634664,-0.026,0.031,-0.031,0.0,4.019,0.038,-0.038,0.0,2458864.19712,0.00218,-0.00218,0,10.3918699,0.0008908,-0.0008908,0,1.167,0.283,-0.283,0,4800.0,13.8478,-13.8478,0,13.0244,0.93108,-0.93108,0,20.6991,,,,594.0,,,,12.0149,0.009,-0.009,0,707.148,14.087,-14.087,0,6683.0,129.9,-129.9,0,4.13,0.09,-0.09,0,1.69,0.08,-0.08,0,2021-06-23 15:20:11,2024-08-22 10:08:01
3786.01,321250206,APC,06h20m29.07s,95.121127,+58d05m39.11s,58.094196,7.746,0.055,-0.055,0.0,-12.047,0.05,-0.05,0.0,2458865.144467,0.003398,-0.003398,0,2.1040634,0.0005391,-0.0005391,0,1.38,0.313,-0.313,0,3200.0,1443.79,-1443.79,0,14.9729,6.49591,-6.49591,0,1713.13,,,,1792.0,,,,12.3433,0.007,-0.007,0,632.756,18.3765,-18.3765,0,5973.3,117.6,-117.6,0,4.1,0.08,-0.08,0,1.54,0.08,-0.08,0,2021-06-23 15:20:12,2025-02-18 12:03:47
3792.01,453348525,APC,06h50m23.87s,102.599479,+48d56m41.94s,48.944982,-4.148,0.107,-0.107,0.0,-7.422,0.099,-0.099,0.0,2458867.809578,0.004377,-0.004377,0,0.7729066,0.0002411,-0.0002411,0,1.109,0.239,-0.239,0,2850.0,16.1603,-16.1603,0,6.51984,0.67556,-0.67556,0,2135.77,,,,1893.0,,,,12.7859,0.009,-0.009,0,640.574,27.8615,-27.8615,0,6125.0,131.8,-131.8,0,4.35,0.09,-0.09,0,1.19,0.08,-0.08,0,2021-06-23 15:20:13,2024-08-22 10:08:01
3806.01,16076354,APC,07h34m41.99s,113.67495,+38d59m11.49s,38.986526,0.172,0.069,-0.069,0.0,-2.636,0.044,-0.044,0.0,2459601.456963,0.001389,-0.001389,0,2.9859012,7.5e-06,-7.5e-06,0,1.205,0.331,-0.331,0,4150.0,12.5577,-12.5577,0,14.0883,1.12879,-1.12879,0,339.369,,,,1195.0,,,,11.9181,0.008,-0.008,0,806.325,28.6895,-28.6895,0,6709.5,140.9,-140.9,0,4.02,0.1,-0.1,0,1.94,0.12,-0.12,0,2021-06-23 15:20:16,2024-08-22 10:08:01
3823.01,81212289,APC,08h28m08.09s,127.033706,+56d25m51.88s,56.431077,-9.415,0.099,-0.099,0.0,-11.516,0.086,-0.086,0.0,2459605.942792,0.001651,-0.001651,0,0.6848358,2.2e-06,-2.2e-06,0,0.88,0.186,-0.186,0,1430.0,5.6494,-5.6494,0,4.49427,0.353297,-0.353297,0,2198.68,,,,1907.0,,,,11.4534,0.007,-0.007,0,353.355,8.014,-8.014,0,6385.1,111.2,-111.2,0,4.47,0.08,-0.08,0,1.1,0.05,-0.05,0,2021-06-23 15:20:20,2024-08-22 10:08:01
3826.01,9346507,APC,09h59m30.46s,149.876935,+36d59m32.82s,36.99245,-18.704,0.038,-0.038,0.0,-6.469,0.035,-0.035,0.0,2459632.217096,0.000604,-0.000604,0,4.9807125,6.3e-06,-6.3e-06,0,3.333,0.074,-0.074,0,26850.0,4.31756,-4.31756,0,17.2544,0.814786,-0.814786,0,231.2,,,,1086.0,,,,12.6865,0.007,-0.007,0,470.353,6.998,-6.998,0,5545.7,100.5,-100.5,0,4.39,0.07,-0.07,0,1.04,0.05,-0.05,0,2021-06-23 15:20:56,2024-08-22 10:08:01
3833.01,356539624,APC,10h12m37.31s,153.155451,+62d19m46.06s,62.32946,2.805,0.029,-0.029,0.0,-15.2,0.04,-0.04,0.0,2459635.915521,0.000521,-0.000521,0,0.4399856,7e-07,-7e-07,0,0.603,0.13,-0.13,0,6830.0,3164.05,-3164.05,0,18.9074,,,0,1456.36,,,,1721.0,,,,13.3585,0.007,-0.007,0,412.034,4.014,-4.014,0,4423.0,122.0,-122.0,0,4.19,,,0,1.1,,,0,2021-06-23 15:20:57,2024-08-22 10:08:01
3838.01,307915084,APC,09h25m55.33s,141.480521,+33d24m45.86s,33.41274,-1.083,2.242,-2.242,0.0,2.342,2.233,-2.233,0.0,2459635.460006,0.001594,-0.001594,0,0.8275646,2.5e-06,-2.5e-06,0,1.056,0.131,-0.131,0,3670.0,7.90116,-7.90116,0,8.41789,0.993163,-0.993163,0,1716.01,,,,1793.0,,,,12.7477,0.006,-0.006,0,,,,0,6203.3,47.0,-47.0,0,,,,0,1.32,0.14,-0.14,0,2021-06-23 15:20:57,2024-08-22 10:08:01
3844.01,165885558,APC,08h45m27.9s,131.366244,+35d37m01.8s,35.617167,-24.597,0.047,-0.047,0.0,-23.164,0.034,-0.034,0.0,2459606.766668,0.000549,-0.000549,0,0.896271,1.3e-06,-1.3e-06,0,0.996,0.078,-0.078,0,12490.0,8.87913,-8.87913,0,13.8677,0.905114,-0.905114,0,818.614,,,,1490.0,,,,12.9959,0.007,-0.007,0,655.503,13.262,-13.262,0,5726.0,136.7,-136.7,0,4.27,0.08,-0.08,0,1.22,0.07,-0.07,0,2021-06-23 15:20:58,2024-08-22 10:08:01
3859.01,1122079,APC,11h15m42.28s,168.926158,+28d46m51.69s,28.781025,-32.571,0.081,-0.081,0.0,-0.874,0.155,-0.155,0.0,2458924.770085,0.00458,-0.00458,0,1.8460997,0.0005517,-0.0005517,0,1.706,0.407,-0.407,0,3740.0,2225.21,-2225.21,0,16.4485,7.76609,-7.76609,0,3553.44,,,,2150.0,,,,12.7134,0.007,-0.007,0,784.669,33.213,-33.213,0,6123.9,108.7,-108.7,0,4.16,0.09,-0.09,0,1.48,0.09,-0.09,0,2021-06-23 15:22:02,2024-08-22 10:08:01
3869.01,253044312,APC,11h46m26.87s,176.611941,+43d51m48.86s,43.863572,-6.753,0.039,-0.039,0.0,-10.076,0.043,-0.043,0.0,2459648.92653,0.001022,-0.001022,0,11.2005651,2.6e-05,-2.6e-05,0,1.367,0.312,-0.312,0,7000.0,17.3024,-17.3024,0,15.4812,1.17919,-1.17919,0,13.6838,,,,535.0,,,,12.0089,0.007,-0.007,0,539.007,9.4395,-9.4395,0,5682.2,140.6,-140.6,0,4.02,0.09,-0.09,0,1.63,0.1,-0.1,0,2021-06-23 15:22:03,2024-08-22 10:08:01
3882.01,101643582,APC,12h15m50.87s,183.961977,+47d25m40.78s,47.427994,-11.293,0.031,-0.031,0.0,-3.667,0.042,-0.042,0.0,2458924.543804,0.005736,-0.005736,0,2.071333,0.0008772,-0.0008772,0,2.282,0.41,-0.41,0,1920.0,5.92043,-5.92043,0,6.35115,0.505465,-0.505465,0,1179.85,,,,1632.0,,,,11.8825,0.007,-0.007,0,509.299,8.689,-8.689,0,6004.0,128.1,-128.1,0,4.17,0.08,-0.08,0,1.44,0.07,-0.07,0,2021-06-23 15:22:05,2024-08-22 10:08:01
3904.01,233462817,APC,14h06m48.15s,211.700645,+51d59m31.23s,51.992007,-28.449,0.032,-0.032,0.0,26.473,0.033,-0.033,0.0,2459675.336571,0.001548,-0.001548,0,10.1614815,2.41e-05,-2.41e-05,0,1.259,0.319,-0.319,0,3230.0,7.64581,-7.64581,0,7.66646,0.50052,-0.50052,0,23.4406,,,,612.0,,,,11.3815,0.007,-0.007,0,379.347,3.4,-3.4,0,6297.0,120.2,-120.2,0,4.34,0.08,-0.08,0,1.24,0.05,-0.05,0,2021-06-23 15:22:51,2024-08-22 10:08:01
3906.01,180607846,APC,13h12m58.66s,198.244403,+39d52m01.17s,39.866992,-9.721,0.015,-0.015,0.0,4.909,0.016,-0.016,0.0,2459662.977476,0.001105,-0.001105,0,0.6451059,1.3e-06,-1.3e-06,0,0.573,0.178,-0.178,0,3430.0,46.3044,-46.3044,0,6.79091,0.733549,-0.733549,0,800.418,,,,1481.0,,,,12.773,0.007,-0.007,0,387.358,2.336,-2.336,0,5436.3,106.2,-106.2,0,4.52,0.08,-0.08,0,0.88,0.04,-0.04,0,2021-06-23 15:22:51,2024-08-22 10:08:01
3908.01,165412561,APC,13h47m07.9s,206.782929,+42d44m09.73s,42.736035,-4.159,0.082,-0.082,0.0,4.65,0.08,-0.08,0.0,2459637.989586,0.000286,-0.000286,0,1.4680992,1.4e-05,-1.4e-05,0,2.0456598,0.0224391,-0.0224391,0,18506.4662144,143.07999,-143.07999,0,25.1682214,7.67699,-7.67699,0,1531.1554281,,,,1595.4182996,,,,11.4582,0.007,-0.007,0,267.999,5.1785,-5.1785,0,5433.0,122.3,-122.3,0,4.33,0.08,-0.08,0,1.10122,0.0613568,-0.0613568,0,2021-06-23 15:22:51,2024-09-06 10:08:02
392.01,328350926,APC,03h07m43.61s,46.93171,+00d51m39.32s,0.860922,0.495,0.092,-0.092,0.0,-94.736,0.088,-0.088,0.0,2458411.598258,6.3e-05,-6.3e-05,0,0.8490674,8e-07,-8e-07,0,1.0946576,0.0124638,-0.0124638,0,4907.2475531,43.734077,-43.734077,0,10.8189994,0.5762718,-0.5762718,0,5884.2639739,,,,2233.7922838,,,,8.300901,0.006,-0.006,0,87.4715,0.3638,-0.3638,0,5624.7,74.5,-74.5,0,,,,0,1.44029,0.0751583,-0.0751583,0,2019-01-24 19:35:19,2024-09-19 10:08:01
3932.01,408094424,APC,21h45m04.13s,326.267189,+64d04m02.45s,64.067347,-8.796,0.04,-0.04,0.0,-1.341,0.037,-0.037,0.0,2459849.877536,0.001944,-0.001944,0,2.4892754,5.9e-06,-5.9e-06,0,1.513,0.568,-0.568,0,2750.0,257.912,-257.912,0,15.5724,1.07544,-1.07544,0,660.426,,,,1412.0,,,,11.3258,0.032,-0.032,0,672.679,9.228,-9.228,0,6285.0,229.2,-229.2,0,3.65,0.1,-0.1,0,2.76,0.13,-0.13,0,2021-06-23 15:24:12,2024-08-22 10:08:01
394.01,9858404,APC,03h13m59.87s,48.499479,-08d34m25.86s,-8.573851,-9.321,0.111,-0.111,0.0,-76.262,0.123,-0.123,0.0,2458411.26947,0.00101,-0.00101,0,0.39149,2e-05,-2e-05,0,0.746,0.167,-0.167,0,578.202,2.96102,-2.96102,0,5.95564,0.485043,-0.485043,0,13030.0,,,,2976.0,,,,8.00006,0.006,-0.006,0,142.401,1.523,-1.523,0,6216.1,120.4,-120.4,0,3.73,0.43,-0.43,0,2.25,0.09,-0.09,0,2019-01-24 19:35:19,2022-01-19 12:03:03
395.01,38541473,APC,03h45m13.12s,56.304651,-10d58m24.43s,-10.973454,17.911,0.083,-0.083,0.0,-17.679,0.068,-0.068,0.0,2458415.515103,0.000318,-0.000318,0,6.0613441,3.8e-06,-3.8e-06,0,2.5796829,0.0338772,-0.0338772,0,15346.1553014,186.93407,-186.93407,0,27.91045,5.303542,-5.303542,0,618.1880959,,,,1271.7446199,,,,10.7706,0.007,-0.007,0,321.882,5.521,-5.521,0,5949.2,147.6,-147.6,0,,,,0,1.53715,0.0856533,-0.0856533,0,2019-01-16 19:24:30,2024-10-10 10:08:04
3966.01,262880826,APC,15h01m31.41s,225.380859,+38d31m59.79s,38.533274,,,,,,,,,2459684.28561,0.001093,-0.001093,0,3.9967263,6.9e-06,-6.9e-06,0,2.886,0.201,-0.201,0,12060.0,4.26926,-4.26926,0,11.278,1.23484,-1.23484,0,265.248,,,,1124.0,,,,12.0753,0.006,-0.006,0,,,,0,5313.6,49.6,-49.6,0,,,,0,1.0,0.11,-0.11,0,2021-06-23 15:24:18,2024-08-22 10:08:01
3968.01,252071095,APC,23h36m35.2s,354.146668,+58d08m01.15s,58.133654,,,,,,,,,2459879.247689,0.001811,-0.001811,0,2.2171904,5.7e-06,-5.7e-06,0,1.639,0.199,-0.199,0,3010.0,173.707,-173.707,0,,,,0,180.255,,,,1020.0,,,,11.7345,0.006,-0.006,0,,,,0,4656.0,227.3,-227.3,0,,,,0,,,,0,2021-06-23 15:24:18,2025-08-06 12:04:41
3995.01,347210614,APC,00h06m22.91s,1.595472,+56d11m32.8s,56.192444,2.398,1.677,-1.677,0.0,-5.272,1.677,-1.677,0.0,2459870.688806,0.000989,-0.000989,0,6.4219775,8.1e-06,-8.1e-06,0,4.211,0.276,-0.276,0,22004.0,2780.97,-2780.97,0,,,,0,803.471,,,,1483.0,,,,12.1602,0.006,-0.006,0,741.884,,,0,6197.0,487.1,-487.1,0,,,,0,,,,0,2021-06-23 15:24:22,2024-08-22 10:08:01
4063.01,219499488,APC,16h17m28.7s,244.369594,+46d38m52.88s,46.648021,3.308,0.077,-0.077,0.0,-7.453,0.098,-0.098,0.0,2459666.271065,0.000982,-0.000982,0,1.6323062,3.48e-05,-3.48e-05,0,1.890872,0.0911763,-0.0911763,0,12429.1862217,501.2238,-501.2238,0,15.8543427,16.080006,-16.080006,0,757.4076888,,,,1337.9878723,,,,13.0444,0.007,-0.007,0,408.646,7.3845,-7.3845,0,5099.9,120.1,-120.1,0,4.45,,,0,0.912575,,,0,2021-06-23 15:26:06,2024-09-06 10:08:02
407.01,349518800,APC,07h24m50.81s,111.211721,-62d05m32.75s,-62.092431,-10.142,0.025,-0.025,0.0,13.241,0.027,-0.027,0.0,2460015.729011,0.001537,-0.001537,0,2.1654694,2.1e-06,-2.1e-06,0,3.408,0.055,-0.055,0,4990.0,0.202474,-0.202474,0,13.5615,0.637742,-0.637742,0,2503.96,,,,1970.0,,,,12.7862,0.006,-0.006,0,959.461,11.809,-11.809,0,5830.0,333.4,-333.4,0,4.26,,,0,1.86,0.09,-0.09,0,2019-01-16 19:24:29,2023-10-02 16:02:02
4106.01,233535738,APC,18h42m58.99s,280.745794,+62d49m06.2s,62.818388,5.271,0.048,-0.048,0.0,33.104,0.044,-0.044,0.0,2459738.567408,0.003342,-0.003342,0,16.3558787,7.66e-05,-7.66e-05,0,4.674,0.474,-0.474,0,1220.0,0.89658,-0.89658,0,3.48406,0.205206,-0.205206,0,68.1566,,,,800.0,,,,11.2452,0.006,-0.006,0,243.519,1.395,-1.395,0,5740.0,130.5,-130.5,0,4.45,0.08,-0.08,0,1.0,0.05,-0.05,0,2021-06-23 15:28:23,2024-08-22 10:08:01
4122.01,156215204,APC,12h19m52.34s,184.968065,+83d14m08.51s,83.235697,-1.07,0.042,-0.042,0.0,-0.947,0.032,-0.032,0.0,2459443.029994,0.004353,-0.004353,0,2.4307782,1.99e-05,-1.99e-05,0,1.708,0.292,-0.292,0,1310.0,3.18166,-3.18166,0,12.4035,0.925828,-0.925828,0,506.486,,,,1321.0,,,,12.0844,0.014,-0.014,0,1212.25,27.185,-27.185,0,6015.0,146.7,-146.7,0,3.45,0.09,-0.09,0,3.3,0.18,-0.18,0,2021-06-23 15:28:26,2024-08-22 10:08:01
4146.01,23124038,APC,18h17m40.27s,274.417782,+34d05m28.98s,34.091383,-48.834,0.103,-0.103,0.0,-28.03,0.105,-0.105,0.0,2459768.295468,0.000516,-0.000516,0,0.7011578,9e-07,-9e-07,0,0.932,0.177,-0.177,0,5890.0,1110.0,-1110.0,0,13.2816,1.3563,-1.3563,0,4863.59,,,,2326.0,,,,11.5765,0.007,-0.007,0,464.611,12.306,-12.306,0,6036.0,128.7,-128.7,0,4.13,0.08,-0.08,0,1.51,0.08,-0.08,0,2021-06-23 15:28:29,2024-08-22 10:08:01
4159.01,441600335,APC,07h41m48.42s,115.451745,+74d11m01.96s,74.183878,-15.879,0.039,-0.039,0.0,-6.103,0.047,-0.047,0.0,2459768.139016,0.001787,-0.001787,0,0.8659846,2.9e-06,-2.9e-06,0,0.891,0.374,-0.374,0,1660.0,295.82,-295.82,0,8.86618,0.87666,-0.87666,0,1311.06,,,,1676.0,,,,12.2075,0.006,-0.006,0,745.908,16.5805,-16.5805,0,5815.0,126.8,-126.8,0,3.89,0.08,-0.08,0,1.92,0.1,-0.1,0,2021-06-23 15:28:31,2025-01-30 12:03:06
4176.01,58533991,APC,13h28m00.33s,202.001393,-29d47m27.88s,-29.791077,-7.708,0.122,-0.122,0.0,8.812,0.185,-0.185,0.0,2459328.306387,0.001637,-0.001637,0,3.2089372,0.0014808,-0.0014808,0,3.1,0.19,-0.19,0,6310.0,6.9299,-6.9299,0,19.3856,1.08927,-1.08927,0,1849.02,,,,1826.0,,,,9.5399,0.009,-0.009,0,397.15,10.6855,-10.6855,0,7423.0,131.128,-131.128,0,3.89774,0.0851204,-0.0851204,0,2.43,0.1,-0.1,0,2021-06-29 22:51:19,2021-10-29 12:59:15
4177.01,130981260,APC,12h34m15.64s,188.565163,-35d03m13.18s,-35.05366,-33.6,0.086,-0.086,0.0,1.661,0.157,-0.157,0.0,2460065.35254,0.000499,-0.000499,0,3.6928289,3.4e-06,-3.4e-06,0,3.866,0.113,-0.113,0,5223.0,50.7434,-50.7434,0,15.6542,0.776477,-0.776477,0,1756.36,,,,1803.0,,,,10.1793,0.006,-0.006,0,430.587,13.2545,-13.2545,0,7042.0,125.8,-125.8,0,3.97,0.09,-0.09,0,2.13,0.1,-0.1,0,2021-06-29 22:51:19,2023-06-28 10:10:02
4180.01,126737992,APC,09h07m40.62s,136.91925,-50d38m24.83s,-50.640231,-42.768,0.198,-0.198,0.0,16.208,0.194,-0.194,0.0,2459989.161676,0.001611,-0.001611,0,1.5954319,5.2e-06,-5.2e-06,0,1.0,0.1184443,-0.1184443,0,473.6397437,29.50773,-29.50773,0,4.3219935,1.553364,-1.553364,0,10433.760937,,,,2577.685746,,,,8.2938,0.006,-0.006,0,166.873,3.04,-3.04,0,7511.0,212.0,-212.0,0,3.92857,0.448202,-0.448202,0,1.92067,0.0697889,-0.0697889,0,2021-07-01 20:45:15,2023-09-12 10:08:02
4194.01,299176311,APC,01h29m03.9s,22.26623,-08d10m45.66s,-8.17935,8.914,0.072,-0.072,0.0,9.862,0.054,-0.054,0.0,2458404.822816,0.003654,-0.003654,0,1.0432995,0.0002818,-0.0002818,0,1.169,0.313,-0.313,0,3260.0,18.4501,-18.4501,0,6.51532,0.603765,-0.603765,0,1405.89,,,,1705.0,,,,12.5496,0.007,-0.007,0,505.742,10.5875,-10.5875,0,5943.0,121.0,-121.0,0,4.42,0.08,-0.08,0,1.07,0.05,-0.05,0,2021-07-12 14:24:00,2024-08-22 10:08:01
4210.01,409315469,APC,07h19m05.39s,109.772452,-14d58m14.12s,-14.970588,-9.827,0.037,-0.037,0.0,-0.647,0.036,-0.036,0.0,2459251.255943,0.001221,-0.001221,0,1.0754208,3.1e-06,-3.1e-06,0,1.01,0.276,-0.276,0,4950.0,21.7557,-21.7557,0,9.41227,0.917771,-0.917771,0,358.947,,,,1212.0,,,,12.9715,0.006,-0.006,0,393.038,4.1795,-4.1795,0,4614.0,120.5,-120.5,0,4.16,0.09,-0.09,0,1.17,0.09,-0.09,0,2021-07-12 14:39:20,2024-08-22 10:08:01
4212.01,126864892,APC,07h45m31.71s,116.382113,-25d59m04.88s,-25.98469,-6.1,3.0,-3.0,0.0,0.3,2.6,-2.6,0.0,2459252.978961,0.003354,-0.003354,0,2.3485025,1.25e-05,-1.25e-05,0,1.804,0.282,-0.282,0,3070.0,6.82139,-6.82139,0,,,,0,2588.32,,,,1987.0,,,,11.974,0.019,-0.019,0,1051.92,,,0,8807.8,421.8,-421.8,0,,,,0,,,,0,2021-07-12 14:39:20,2024-08-22 10:08:01
422.01,117979455,APC,04h47m12.67s,71.802796,-17d15m12.12s,-17.253367,-79.995,0.04,-0.04,0.0,-68.198,0.05,-0.05,0.0,2458438.292151,0.000629,-0.000629,0,0.6333372,1.8e-05,-1.8e-05,0,0.6217089,0.3414015,-0.3414015,0,1063.7800027,139.86835,-139.86835,0,4.4957089,6.578065,-6.578065,0,9433.5511834,,,,2513.555923,,,,8.96,0.006,-0.006,0,124.504,0.5945,-0.5945,0,5999.0,127.0,-127.0,0,4.22,0.08,-0.08,0,1.34655,0.0635125,-0.0635125,0,2019-02-08 16:19:52,2021-10-29 12:59:15
4267.01,80783538,APC,11h04m16.86s,166.070243,-49d49m17.39s,-49.821498,-6.707,0.026,-0.026,0.0,2.203,0.025,-0.025,0.0,2460014.85385,0.002153,-0.002153,0,1.2125595,4.2e-06,-4.2e-06,0,1.344,0.215,-0.215,0,5110.0,10.6361,-10.6361,0,11.1279,,,0,1780.99,,,,1809.0,,,,13.079,0.006,-0.006,0,963.819,16.6865,-16.6865,0,6719.0,122.0,-122.0,0,4.25,,,0,1.48,,,0,2021-07-12 14:48:48,2025-02-27 12:04:01
427.01,70914192,APC,04h18m37.7s,64.657083,-17d25m11.4s,-17.419833,5.773,0.038,-0.038,0.0,4.441,0.038,-0.038,0.0,2459199.009699,0.000189,-0.000189,0,0.6090253,2e-07,-2e-07,0,1.099,0.037,-0.037,0,6100.0,1691.57,-1691.57,0,15.1945,4.672,-4.672,0,8004.34,,,,2635.0,,,,10.361,0.006,-0.006,0,151.054,0.634,-0.634,0,5271.7,43.7,-43.7,0,4.34,0.36,-0.36,0,1.02,0.05,-0.05,0,2019-02-08 16:19:52,2021-10-29 12:59:15
428.01,117979850,APC,04h47m14.38s,71.809927,-17d14m55.01s,-17.248613,-85.471,0.047,-0.047,0.0,-66.476,0.061,-0.061,0.0,2459198.925652,0.001003,-0.001003,0,0.6333315,1.5e-06,-1.5e-06,0,0.404,0.149,-0.149,0,320.0,4.88666,-4.88666,0,6.24344,0.649832,-0.649832,0,451.285,,,,1284.0,,,,7.82829,0.006,-0.006,0,121.888,0.663,-0.663,0,5713.0,70.2,-70.2,0,3.67,0.27,-0.27,0,2.35,0.12,-0.12,0,2019-02-08 16:19:52,2025-08-15 16:00:02
4285.01,310105752,APC,16h43m33.78s,250.890747,-75d59m18.29s,-75.988414,3.496,0.021,-0.021,0.0,-5.0,0.029,-0.029,0.0,2459386.666789,0.001305,-0.001305,0,1.1703152,3.2e-06,-3.2e-06,0,1.319,0.313,-0.313,0,5380.0,15.2964,-15.2964,0,9.82528,0.682327,-0.682327,0,2357.73,,,,1941.0,,,,12.9526,0.006,-0.006,0,746.443,8.882,-8.882,0,6328.0,128.8,-128.8,0,4.36,0.08,-0.08,0,1.23,0.05,-0.05,0,2021-07-12 14:52:24,2025-07-26 12:03:59
4338.01,253434221,APC,13h06m56s,196.73335,-58d06m39.44s,-58.110955,-31.466,0.037,-0.037,0.0,-56.85,0.039,-0.039,0.0,2459335.809605,0.001104,-0.001104,0,7.4997158,1.65e-05,-1.65e-05,0,2.0504305,0.1006383,-0.1006383,0,3023.5215223,217.64388,-217.64388,0,13.7499035,2.7549322,-2.7549322,0,475.6186937,,,,1191.0623003,,,,10.0865,0.006,-0.006,0,219.732,1.638,-1.638,0,4979.2,88.5,-88.5,0,3.92,0.31,-0.31,0,1.90969,0.113688,-0.113688,0,2021-07-28 19:33:11,2025-07-09 16:00:02
4389.01,41387532,APC,17h05m45.64s,256.44018,-30d49m00.15s,-30.816707,1.773,0.392,-0.392,0.0,3.429,0.244,-0.244,0.0,2459367.619383,0.00195,-0.00195,0,11.4041935,0.0027605,-0.0027605,0,1.7478969,0.1705693,-0.1705693,0,2216.7191401,347.53546,-347.53546,0,18.1901191,7.189976,-7.189976,0,1064.6019947,,,,1456.8558039,,,,9.50494,0.006,-0.006,0,330.437,25.252,-25.252,0,6160.0,300.456,-300.456,0,3.55136,0.117524,-0.117524,0,3.0048201,0.261458,-0.261458,0,2021-08-13 00:24:46,2026-01-10 10:08:01
4398.01,214243287,APC,17h23m11.82s,260.799238,-51d01m27.96s,-51.024433,5.9,2.0,-2.0,0.0,-4.4,1.9,-1.9,0.0,2460116.043368,0.000463,-0.000463,0,5.7525195,3.4e-06,-3.4e-06,0,3.718,0.333,-0.333,0,8852.0,258.797,-258.797,0,,,,0,,,,,,,,,9.933,0.018,-0.018,0,213.41,,,0,,,,0,,,,0,,,,0,2021-08-19 21:43:13,2024-04-16 12:02:52
4415.01,1234810324,APC,16h28m23.61s,247.098356,-49d30m50.95s,-49.514152,4.882,0.116,-0.116,0.0,-1.123,0.061,-0.061,0.0,2460121.396626,0.000984,-0.000984,0,1.830108,3.4e-06,-3.4e-06,0,1.936,0.142,-0.142,0,3391.0,135.259,-135.259,0,,,,0,,,,,,,,,10.0209,0.007,-0.007,0,455.557,13.5835,-13.5835,0,,,,0,,,,0,,,,0,2021-08-27 02:40:31,2025-09-12 12:03:35
446.01,1449640,APC,05h00m41.18s,75.17158,-35d12m09.63s,-35.202674,-6.448,0.034,-0.034,0.0,-14.791,0.04,-0.04,0.0,2458440.43161,0.00029,-0.00029,0,3.5018023,2.4e-06,-2.4e-06,0,3.917956,0.0349419,-0.0349419,0,16196.191206,122.76418,-122.76418,0,22.103526,1.061221,-1.061221,0,1744.6608389,,,,1648.3426761,,,,11.921,0.006,-0.006,0,674.155,10.14,-10.14,0,6383.9,54.6,-54.6,0,4.03,0.18,-0.18,0,1.66889,0.0794196,-0.0794196,0,2019-02-08 16:19:52,2021-12-07 16:02:02
447.01,14091633,APC,05h09m02.44s,77.260156,-36d27m52.12s,-36.464478,-7.173,0.046,-0.046,0.0,18.997,0.063,-0.063,0.0,2459176.31925,0.000212,-0.000212,0,5.5292743,9.07e-05,-9.07e-05,0,2.542935,0.0166369,-0.0166369,0,17914.4576673,137.96593,-137.96593,0,23.5458512,1.9288946,-1.9288946,0,549.2969498,,,,1234.7287098,,,,8.8695,0.006,-0.006,0,126.177,0.447,-0.447,0,6350.0,95.4,-95.4,0,4.34,0.3,-0.3,0,1.26396,0.0558895,-0.0558895,0,2019-01-31 16:53:31,2021-10-29 12:59:15
450.01,77951245,APC,05h16m01.22s,79.005088,-31d24m45.7s,-31.412694,34.246,0.08,-0.08,0.0,-0.735,0.089,-0.089,0.0,2459182.487384,0.000436,-0.000436,0,10.7148661,0.0005979,-0.0005979,0,2.1121584,0.0460927,-0.0460927,0,56325.9173745,1176.411,-1176.411,0,14.037554,5.989421,-5.989421,0,3.1541502,,,,339.8915287,,,,12.4258,0.008,-0.008,0,53.5063,0.13255,-0.13255,0,3054.0,,,0,4.438,,,0,0.422267,0.0127167,-0.0127167,0,2019-05-17 18:40:33,2021-10-29 12:59:15
454.01,153077621,APC,03h18m38.38s,49.659937,-42d38m32.38s,-42.642329,-50.736,0.042,-0.042,0.0,6.323,0.055,-0.055,0.0,2460981.953505,0.002152,-0.002152,0,18.082622,1.85e-05,-1.85e-05,0,2.3867987,0.0772556,-0.0772556,0,8002.7855656,250.14842,-250.14842,0,3.911716,1.7889186,-1.7889186,0,11.0589985,,,,465.1025269,,,,9.441,0.037,-0.037,0,78.7806,0.16345,-0.16345,0,3321.0,117.0,-117.0,0,4.95373,0.559906,-0.559906,0,0.296,0.07,-0.07,0,2019-05-17 18:40:33,2026-03-04 16:00:01
