toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1012.01,427508467,APC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,0.202,-0.202,0.0,-0.029,0.106,-0.106,0.0,2459252.509595,0.000369,-0.000369,0,0.884182,7e-07,-7e-07,0,1.621,0.035,-0.035,0,1890.0,311.366,-311.366,0,24.8132,5.41599,-5.41599,0,112144.0,,,,5098.0,,,,8.12718,0.006,-0.006,0,295.959,11.315,-11.315,0,8928.0,128.7,-128.7,0,3.92,0.08,-0.08,0,2.72,0.13,-0.13,0,2019-07-24 15:58:33,2023-03-10 12:02:48
1039.01,461867584,APC,09h58m45.25s,149.688545,-58d45m37.63s,-58.760453,-6.434,0.215,-0.215,0.0,4.098,0.246,-0.246,0.0,2460031.2166,0.00071,-0.00071,0,4.420125,8.5e-06,-8.5e-06,0,3.956,1.259,-1.259,0,2466.0,196.3,-196.3,0,,,,0,,,,,,,,,8.5483,0.6,-0.6,0,2864.34,1012.54,-1012.54,0,,,,0,,,,0,,,,0,2019-07-24 18:44:12,2023-05-05 16:02:01
1060.01,101230735,APC,19h57m09.84s,299.290995,-48d56m04.11s,-48.934476,2.224,0.286,-0.286,0.0,-14.604,0.228,-0.228,0.0,2460149.536226,0.001995,-0.001995,0,2.0685633,4e-06,-4e-06,0,0.373,0.065,-0.065,0,502.0,169.202,-169.202,0,3.89739,0.417306,-0.417306,0,24.409,,,,619.0,,,,9.6652,0.006,-0.006,0,128.491,3.3745,-3.3745,0,5687.9,76.0,-76.0,0,4.6,0.12,-0.12,0,1.14,0.07,-0.07,0,2019-08-16 20:20:42,2023-10-16 16:02:02
1085.01,381979901,APC,05h10m25.3s,77.605399,-59d32m08.39s,-59.535664,1.584,1.171,-1.171,0.0,17.711,1.171,-1.171,0.0,2460041.175097,0.00086,-0.00086,0,3.2541181,8e-07,-8e-07,0,4.341,0.018,-0.018,0,13620.0,0.118046,-0.118046,0,14.9476,,,0,1436.45,,,,,,,,11.6577,0.006,-0.006,0,444.066,,,0,6102.0,193.0,-193.0,0,4.28649,2.00486,-2.00486,0,1.28,,,0,2019-08-16 20:20:49,2023-07-12 16:02:01
1094.01,136274063,APC,15h21m59.72s,230.498827,-53d49m10.56s,-53.819601,-2.718,0.102,-0.102,0.0,-4.896,0.092,-0.092,0.0,2459360.160536,0.001302,-0.001302,0,0.5971314,1.4e-06,-1.4e-06,0,0.468,0.109,-0.109,0,910.0,12.7147,-12.7147,0,9.08382,0.96597,-0.96597,0,1596.43,,,,1760.0,,,,9.9806,0.007,-0.007,0,426.003,9.675,-9.675,0,7710.0,140.2,-140.2,0,3.98,0.08,-0.08,0,2.28,0.09,-0.09,0,2019-08-06 19:29:59,2022-10-05 10:10:01
1114.01,409934330,APC,20h08m35.45s,302.147728,-71d33m08.79s,-71.552443,4.3,1.6,-1.6,0.0,12.5,1.4,-1.4,0.0,2460148.616195,0.000482,-0.000482,0,2.4887726,1.4e-06,-1.4e-06,0,2.632,0.07,-0.07,0,4852.0,79.8358,-79.8358,0,,,,0,773.3029498,,,,1344.9531805,,,,8.1129,0.006,-0.006,0,174.475,,,0,8048.0,,,0,4.438,,,0,,,,0,2019-08-16 20:20:50,2023-09-14 16:02:01
1115.01,379286801,APC,18h53m12.44s,283.301843,-54d54m38.9s,-54.910806,-3.758,0.074,-0.074,0.0,-12.916,0.049,-0.049,0.0,2458658.32747,0.00109,-0.00109,0,4.45199,0.00035,-0.00035,0,2.109,0.087,-0.087,0,8483.38,2082.29,-2082.29,0,15.8858,7.89042,-7.89042,0,1013.74,,,,1571.0,,,,10.526,0.006,-0.006,0,359.215,8.103,-8.103,0,6708.3,119.7,-119.7,0,4.2,0.09,-0.09,0,1.57,0.06,-0.06,0,2019-08-15 15:39:14,2021-10-29 12:59:15
1119.01,261369656,APC,19h30m25.16s,292.604815,-46d16m41.07s,-46.278074,19.136,0.06,-0.06,0.0,-29.092,0.041,-0.041,0.0,2458666.52199,0.00188,-0.00188,0,10.95663,0.00203,-0.00203,0,3.588,0.259,-0.259,0,3830.0,1477.42,-1477.42,0,23.9726,8.82147,-8.82147,0,619.065,,,,1389.0,,,,10.5024,0.006,-0.006,0,421.518,7.0305,-7.0305,0,6456.0,127.2,-127.2,0,3.92,0.09,-0.09,0,2.07,0.1,-0.1,0,2019-08-22 14:42:11,2021-10-29 12:59:15
1123.01,469782185,APC,19h29m33.96s,292.391505,-37d18m14.43s,-37.304009,-20.519,0.15,-0.15,0.0,1.569,0.138,-0.138,0.0,2458658.04087,0.00026,-0.00026,0,1.20928,2e-05,-2e-05,0,1.886,0.025,-0.025,0,11883.8,825.818,-825.818,0,15.1764,4.0994,-4.0994,0,,,,,,,,,10.2398,0.006,-0.006,0,161.932,2.2055,-2.2055,0,5159.8,156.3,-156.3,0,4.23,0.08,-0.08,0,1.27,0.07,-0.07,0,2019-08-22 14:42:10,2021-10-29 12:59:15
1124.01,128790976,APC,20h00m51.1s,300.212928,-43d58m57.1s,-43.982529,57.283,0.136,-0.136,0.0,-119.195,0.113,-0.113,0.0,2460149.391758,0.001349,-0.001349,0,3.5187707,9.4e-06,-9.4e-06,0,2.408,0.36,-0.36,0,5634.0,2587.51,-2587.51,0,14.0061,2.57585,-2.57585,0,2000.01,,,,1863.0,,,,7.2235,0.006,-0.006,0,75.7145,0.60865,-0.60865,0,6690.0,119.9,-119.9,0,4.24,0.09,-0.09,0,1.49,0.07,-0.07,0,2019-08-22 14:42:10,2023-09-14 10:08:02
1149.01,117789567,APC,20h03m05.76s,300.774016,+26d53m31.29s,26.892025,3.538,0.081,-0.081,0.0,1.463,0.082,-0.082,0.0,2459770.330784,0.000408,-0.000408,0,2.3202418,6.14e-05,-6.14e-05,0,2.3817612,0.0281677,-0.0281677,0,5082.9417064,70.31139,-70.31139,0,,,,0,22262.0513573,,,,3115.3801229,,,,7.9172,0.028,-0.028,0,632.553,22.148,-22.148,0,8737.5,1310.6,-1310.6,0,,,,0,,,,0,2019-09-03 15:31:11,2022-10-17 12:03:06
1153.01,154840461,APC,12h10m45.97s,182.691562,+85d42m18.27s,85.705076,-14.194,0.065,-0.065,0.0,-2.275,0.051,-0.051,0.0,2460472.256051,0.000883,-0.000883,0,6.0360758,3.6e-06,-3.6e-06,0,1.255,0.167,-0.167,0,987.0,464.511,-464.511,0,9.86763,0.886548,-0.886548,0,464.097,,,,1293.0,,,,8.40534,0.006,-0.006,0,147.134,0.6185,-0.6185,0,6528.3,179.4,-179.4,0,4.21,0.09,-0.09,0,1.69,0.06,-0.06,0,2019-08-27 16:09:26,2024-08-29 10:08:02
1179.01,148914726,APC,12h28m13.42s,187.055897,+67d14m24.15s,67.240043,-6.578,0.042,-0.042,0.0,13.823,0.031,-0.031,0.0,2460365.036662,0.000408,-0.000408,0,1.2615323,4e-07,-4e-07,0,1.039,0.156,-0.156,0,2841.0,3251.25,-3251.25,0,8.67407,1.46791,-1.46791,0,1437.18,,,,1715.0,,,,10.1313,0.006,-0.006,0,86.444,0.15065,-0.15065,0,4927.9,85.3,-85.3,0,4.57,0.08,-0.08,0,0.78,0.05,-0.05,0,2019-08-27 12:09:00,2024-09-04 10:08:02
1190.01,287196418,APC,19h30m56.19s,292.734132,+59d24m13.87s,59.403853,0.983,0.045,-0.045,0.0,0.492,0.044,-0.044,0.0,2460553.884666,0.001466,-0.001466,0,3.6950015,1.38e-05,-1.38e-05,0,4.515,0.135,-0.135,0,7655.0,235.978,-235.978,0,14.1288,0.637723,-0.637723,0,2184.62,,,,1904.0,,,,9.80529,0.006,-0.006,0,280.948,1.884,-1.884,0,7106.7,186.5,-186.5,0,4.2,0.08,-0.08,0,1.63,0.07,-0.07,0,2019-08-27 16:09:24,2024-11-14 10:08:02
1192.01,158276040,APC,19h06m12.01s,286.550056,+44d04m50.88s,44.0808,-6.94,1.938,-1.938,0.0,-18.91,1.096,-1.096,0.0,2460524.90576,0.000589,-0.000589,0,45.9403293,2.7e-05,-2.7e-05,0,3.768,0.499,-0.499,0,14807.0,11870.7,-11870.7,0,28.3312,,,0,20.4053,,,,,,,,10.4999,0.006,-0.006,0,283.025,,,0,6479.3,,,0,,,,0,1.28,,,0,2019-09-17 20:42:51,2024-10-18 10:08:02
121.01,207081058,APC,22h07m28.2s,331.867517,-41d48m55.84s,-41.815511,49.561,0.042,-0.042,0.0,-9.678,0.057,-0.057,0.0,2459074.32911,0.01323,-0.01323,0,14.7741056,0.0005679,-0.0005679,0,5.504,0.222,-0.222,0,15041.0,203.553,-203.553,0,15.3936,0.735585,-0.735585,0,123.522,,,,928.0,,,,9.9358,0.006,-0.006,0,182.169,1.0865,-1.0865,0,6053.0,193.0,-193.0,0,4.3135,0.321619,-0.321619,0,1.23,0.06,-0.06,0,2018-09-05 18:51:57,2023-11-15 16:02:02
1220.01,319259194,APC,04h46m36.19s,71.650779,-78d33m41.78s,-78.561605,16.229,0.051,-0.051,0.0,4.771,0.06,-0.06,0.0,2458439.580138,0.001227,-0.001227,0,70.3607265,6.94e-05,-6.94e-05,0,1.0325441,0.2563205,-0.2563205,0,1353.9678246,83.40324,-83.40324,0,8.2807306,2.395618,-2.395618,0,52.1124723,,,,685.259664,,,,9.5298,0.006,-0.006,0,273.698,2.3495,-2.3495,0,6308.0,196.0,-196.0,0,3.98679,0.403476,-0.403476,0,2.0982201,0.0961233,-0.0961233,0,2019-08-26 21:37:00,2024-09-09 10:08:01
1229.01,140760434,APC,04h56m31.3s,74.130396,-74d55m13.2s,-74.920333,9.26,2.134,-2.134,0.0,26.132,2.73,-2.73,0.0,2459970.491644,0.002532,-0.002532,0,31.8132264,4.04e-05,-4.04e-05,0,11.2567164,0.0427885,-0.0427885,0,11479.375547,55.79626,-55.79626,0,21.6314984,0.0903721,-0.0903721,0,48.4375724,,,,672.8454841,,,,10.779,0.006,-0.006,0,254.584,,,0,6028.84,44.1073,-44.1073,0,3.96199,0.118683,-0.118683,0,1.98893,,,0,2019-08-26 19:21:32,2023-07-12 10:10:02
124.01,29831208,APC,04h26m19.83s,66.58263,-67d48m22.87s,-67.806354,7.888,0.108,-0.108,0.0,32.653,0.115,-0.115,0.0,2460042.199513,0.001269,-0.001269,0,1.8428078,1.4e-06,-1.4e-06,0,1.449,0.149,-0.149,0,1950.0,5.35727,-5.35727,0,21.2705,,,0,1687.83,,,,1785.0,,,,11.1311,0.006,-0.006,0,809.252,43.8985,-43.8985,0,5080.0,181.0,-181.0,0,4.48159,2.00353,-2.00353,0,4.09,,,0,2018-12-04 21:47:32,2023-10-05 14:31:09
1251.01,233120979,APC,18h14m07.02s,273.529238,+62d51m29.67s,62.858243,-17.9,3.3,-3.3,0.0,-3.0,3.4,-3.4,0.0,2459759.178675,0.000179,-0.000179,0,5.9630544,1.5e-06,-1.5e-06,0,2.951,0.029,-0.029,0,11000.0,0.248193,-0.248193,0,10.0859,,,0,112.667,,,,,,,,10.6479,0.006,-0.006,0,185.952,,,0,5273.0,,,0,4.438,,,0,0.94,,,0,2019-10-17 00:30:12,2022-10-05 10:10:01
1254.01,236714379,APC,15h56m48.35s,239.201466,+65d53m19.82s,65.888838,-13.864,0.042,-0.042,0.0,-39.587,0.052,-0.052,0.0,2459716.011222,0.000234,-0.000234,0,1.0180114,7e-07,-7e-07,0,1.1353639,0.010716,-0.010716,0,2618.9492168,24.16985,-24.16985,0,6.5875997,0.3468582,-0.3468582,0,2488.20146,,,,1801.3210938,,,,10.794,0.006,-0.006,0,199.039,1.049,-1.049,0,5451.0,125.913,-125.913,0,4.33923,0.0801804,-0.0801804,0,1.0933,0.0570678,-0.0570678,0,2019-10-17 00:30:12,2024-11-11 12:03:10
1286.01,277507814,APC,20h43m48.87s,310.953619,+59d34m35.86s,59.576628,4.308,0.045,-0.045,0.0,5.852,0.043,-0.043,0.0,2460559.148579,0.000394,-0.000394,0,0.6166953,3e-07,-3e-07,0,0.712,0.156,-0.156,0,1089.0,1747.34,-1747.34,0,10.4852,2.51528,-2.51528,0,12724.9,,,,2958.0,,,,10.1653,0.006,-0.006,0,278.771,1.735,-1.735,0,6588.0,247.617,-247.617,0,4.1855,0.0974791,-0.0974791,0,1.57,0.07,-0.07,0,2019-10-17 00:30:12,2024-11-14 10:08:02
1307.01,236815160,APC,18h54m33s,283.637489,+59d45m47.49s,59.763193,-0.2,3.9,-3.9,0.0,29.6,4.1,-4.1,0.0,2459764.134636,0.000244,-0.000244,0,2.534612,9e-07,-9e-07,0,1.978,0.128,-0.128,0,5185.2815163,32.980328,-32.980328,0,,,,0,336.934,,,,1193.0,,,,10.7967,0.006,-0.006,0,,,,0,5009.6,67.6,-67.6,0,,,,0,,,,0,2019-10-17 00:30:12,2023-04-25 16:02:02
131.01,235037761,APC,23h35m18.89s,353.828713,-64d33m42.9s,-64.561917,192.826,1.943,-1.943,0.0,-31.069,1.785,-1.785,0.0,2460173.338551,0.000383,-0.000383,0,6.2407826,1.8e-06,-1.8e-06,0,1.513,0.164,-0.164,0,6114.0,5396.79,-5396.79,0,16.0959,3.74619,-3.74619,0,41.7384,,,,708.0,,,,9.8567,0.006,-0.006,0,,,,0,4174.0,172.0,-172.0,0,4.34197,0.433401,-0.433401,0,0.9,0.19,-0.19,0,2018-09-05 18:51:57,2023-11-15 16:02:02
1311.01,378159598,APC,19h38m53.46s,294.722734,+41d33m54.55s,41.565154,5.862,0.049,-0.049,0.0,6.005,0.046,-0.046,0.0,2459392.644018,0.000569,-0.000569,0,6.1406417,0.0001103,-0.0001103,0,2.3525428,0.0423357,-0.0423357,0,9437.1831553,160.83826,-160.83826,0,26.5174686,6.229911,-6.229911,0,2040.1072476,,,,1714.087545,,,,10.5819,0.008,-0.008,0,556.813,8.3835,-8.3835,0,8298.0,276.1,-276.1,0,4.19,0.08,-0.08,0,1.87493,0.0668316,-0.0668316,0,2019-10-17 00:30:12,2022-02-11 10:10:02
1322.01,240450679,APC,21h34m06.57s,323.527361,+46d55m54.39s,46.931774,1.396,0.063,-0.063,0.0,-3.34,0.066,-0.066,0.0,2458711.44969,0.00104,-0.00104,0,3.37644,0.00031,-0.00031,0,1.437,0.263,-0.263,0,5791.2,13.5921,-13.5921,0,,,,0,1059.26,,,,1589.0,,,,10.0819,0.01,-0.01,0,713.725,18.6495,-18.6495,0,8639.7,475.7,-475.7,0,3.96,0.07,-0.07,0,,,,0,2019-10-17 00:30:12,2022-07-20 12:03:42
1327.01,312083267,APC,20h13m10.85s,303.295223,+36d43m31.75s,36.725485,0.684,0.059,-0.059,0.0,-0.593,0.061,-0.061,0.0,2460553.891046,0.000747,-0.000747,0,3.9392211,3.3e-06,-3.3e-06,0,2.379,0.459,-0.459,0,1468.0,1601.6,-1601.6,0,27.6744,6.00335,-6.00335,0,11779.7,,,,2902.0,,,,8.38189,0.006,-0.006,0,457.792,7.786,-7.786,0,8715.0,408.0,-408.0,0,3.55,0.08,-0.08,0,4.12,0.13,-0.13,0,2019-10-17 00:30:12,2024-11-14 10:08:02
1349.01,272635712,APC,15h24m38.91s,231.162129,+67d27m53.1s,67.464751,23.918,0.127,-0.127,0.0,-46.859,0.131,-0.131,0.0,2458693.57405,0.00871,-0.00871,0,12.71672,0.00223,-0.00223,0,2.529,0.466,-0.466,0,388.126,1.60411,-1.60411,0,2.7546,0.37246,-0.37246,0,34.1387,,,,673.0,,,,9.34822,0.006,-0.006,0,130.242,1.246,-1.246,0,5711.1,365.0,-365.0,0,4.24,0.07,-0.07,0,1.27,0.15,-0.15,0,2019-10-30 21:47:36,2022-07-20 12:03:42
1351.01,1718201850,APC,19h06m59.17s,286.746549,+71d42m43.9s,71.712195,-42.869,1.094,-1.094,0.0,2.803,1.441,-1.441,0.0,2460654.56565,9.7e-05,-9.7e-05,0,5.9294089,6e-07,-6e-07,0,2.928,0.06,-0.06,0,14536.0,155.271,-155.271,0,,,,0,,,,,,,,,10.3267,0.02,-0.02,0,125.308,16.6305,-16.6305,0,,,,0,,,,0,,,,0,2019-10-30 21:47:36,2025-07-23 16:00:01
1352.01,336740528,APC,22h18m57.25s,334.738559,+61d08m56.36s,61.148988,14.02,1.44,-1.44,0.0,12.843,1.483,-1.483,0.0,2460604.777484,0.000617,-0.000617,0,5.2958813,3.5e-06,-3.5e-06,0,2.882,0.176,-0.176,0,5100.0,132.337,-132.337,0,13.3622,,,0,414.975,,,,,,,,10.4209,0.006,-0.006,0,315.0431,,,0,5958.7,484.3,-484.3,0,,,,0,1.93,,,0,2019-10-30 21:47:36,2025-04-30 16:00:02
1371.01,162130054,APC,22h04m28.25s,331.117705,+31d01m07.56s,31.018767,4.53,0.057,-0.057,0.0,-1.516,0.07,-0.07,0.0,2459848.525293,0.002681,-0.002681,0,5.0095595,1.85e-05,-1.85e-05,0,3.353,0.595,-0.595,0,8700.0,9179.31,-9179.31,0,36.2553,4.94011,-4.94011,0,2088.59,,,,1883.0,,,,9.948,0.008,-0.008,0,302.295,3.712,-3.712,0,6527.0,154.1,-154.1,0,4.11,0.09,-0.09,0,1.75,0.07,-0.07,0,2019-10-30 21:47:36,2022-12-05 16:02:02
1379.01,252490659,APC,22h57m26.35s,344.35978,+53d08m27.01s,53.140835,-1.37,0.051,-0.051,0.0,-12.577,0.051,-0.051,0.0,2459871.438619,0.002351,-0.002351,0,1132.0244686,,,0,4.119,0.273,-0.273,0,18121.2,1779.6,-1779.6,0,30.6957,9.6565,-9.6565,0,449.947,,,,1283.0,,,,10.3842,0.006,-0.006,0,366.242,4.5155,-4.5155,0,5984.0,82.8,-82.8,0,3.98,0.08,-0.08,0,2.07,0.06,-0.06,0,2019-10-30 21:47:37,2023-01-30 16:02:02
138.01,277683130,APC,21h55m42.24s,328.926018,-61d40m23.73s,-61.673257,-23.8,2.0,-2.0,0.0,2.8,1.9,-1.9,0.0,2460175.14238,0.00043,-0.00043,0,6.1982658,2.2e-06,-2.2e-06,0,1.912,0.236,-0.236,0,3896.0,223.284,-223.284,0,7.84585,,,0,234.343,,,,,,,,9.5739,0.006,-0.006,0,128.488,,,0,5722.0,189.0,-189.0,0,4.35582,2.00367,-2.00367,0,1.11,,,0,2018-09-05 18:51:57,2023-11-16 16:02:02
1398.01,66445643,APC,22h45m32.71s,341.386298,+48d09m41.6s,48.161556,-2.432,0.071,-0.071,0.0,-6.636,0.066,-0.066,0.0,2460420.937502,0.001328,-0.001328,0,6.5560604,1.09e-05,-1.09e-05,0,2.703,0.228,-0.228,0,861.0,25.2819,-25.2819,0,13.1465,0.562416,-0.562416,0,1056.97,,,,1588.0,,,,8.6291,0.008,-0.008,0,648.398,19.9495,-19.9495,0,8918.0,182.9,-182.9,0,3.51,0.07,-0.07,0,4.58,0.18,-0.18,0,2019-10-30 21:47:37,2024-11-15 16:02:02
140.01,140068425,APC,22h01m12.43s,330.301777,-49d03m36.28s,-49.060077,32.489,0.077,-0.077,0.0,-15.438,0.075,-0.075,0.0,2458327.399828,0.000499,-0.000499,0,2.2813432,6.3e-06,-6.3e-06,0,1.1601933,0.1542013,-0.1542013,0,1126.6619488,141.74628,-141.74628,0,12.7387194,22.251356,-22.251356,0,5760.9720984,,,,2221.9981475,,,,9.7828,0.006,-0.006,0,337.105,5.7035,-5.7035,0,6174.0,194.0,-194.0,0,4.27404,2.00568,-2.00568,0,2.35511,0.11186,-0.11186,0,2018-09-05 18:51:57,2023-11-15 16:02:02
1409.01,115771549,APC,22h39m15.82s,339.815915,+33d53m22.05s,33.889459,-9.2,1.0,-1.0,0.0,-6.3,1.1,-1.1,0.0,2459844.125039,0.000416,-0.000416,0,4.7182888,3.3e-06,-3.3e-06,0,4.046,0.244,-0.244,0,3000.0,55.4688,-55.4688,0,15.2763,1.29682,-1.29682,0,876.886,,,,1516.0,,,,8.3764,0.006,-0.006,0,83.2324,,,0,6112.0,254.6,-254.6,0,,,,0,2.74,0.23,-0.23,0,2019-11-06 20:55:18,2022-12-05 16:02:02
1412.01,116483734,APC,15h32m15.8s,233.065833,+47d51m38.69s,47.860746,122.467,0.085,-0.085,0.0,-70.663,0.102,-0.102,0.0,2459714.075511,0.000668,-0.000668,0,4.731977,5.1e-06,-5.1e-06,0,0.361,0.118,-0.118,0,3470.0,271.113,-271.113,0,6.97384,1.37589,-1.37589,0,3.01841,,,,367.0,,,,11.0997,0.006,-0.006,0,81.0643,0.3566,-0.3566,0,4223.45,133.402,-133.402,0,4.61744,0.110498,-0.110498,0,0.66,0.06,-0.06,0,2019-11-06 20:55:18,2022-09-02 16:02:01
1414.01,125442121,APC,23h26m19.13s,351.579721,+38d33m10.58s,38.55294,3.164,0.051,-0.051,0.0,-8.173,0.044,-0.044,0.0,2459853.583682,0.000709,-0.000709,0,3.0197807,0.0001355,-0.0001355,0,3.5896763,0.0412698,-0.0412698,0,12016.7483851,441.46234,-441.46234,0,17.9176077,0.8406648,-0.8406648,0,2558.7198805,,,,1813.9505159,,,,11.029,0.009,-0.009,0,460.951,7.9325,-7.9325,0,7128.0,132.115,-132.115,0,4.23768,0.0865097,-0.0865097,0,1.58815,0.0671156,-0.0671156,0,2019-11-06 20:55:18,2023-01-31 14:54:33
1425.01,350132371,APC,21h56m21.93s,329.091358,+68d59m52.93s,68.998035,39.456,0.287,-0.287,0.0,-35.754,0.28,-0.28,0.0,2460448.86278,0.000729,-0.000729,0,1.0318213,1.7e-06,-1.7e-06,0,1.599,0.126,-0.126,0,5577.0,3919.01,-3919.01,0,28.2906,2.35131,-2.35131,0,8422.18,,,,2668.0,,,,9.25755,0.006,-0.006,0,153.904,3.6525,-3.6525,0,5810.6,66.9,-66.9,0,4.13,0.08,-0.08,0,1.49,0.08,-0.08,0,2019-11-12 16:59:56,2024-09-04 10:08:02
1433.01,13684720,APC,20h22m09.18s,305.538257,+36d03m53.22s,36.064784,44.041,0.062,-0.062,0.0,49.286,0.066,-0.066,0.0,2458695.011233,0.000325,-0.000325,0,12.4379715,8.2e-06,-8.2e-06,0,1.7137815,0.0230195,-0.0230195,0,123693.2601599,3159.6838,-3159.6838,0,24.6478297,46.010494,-46.010494,0,3.4868062,,,,348.5191947,,,,12.4647,0.007,-0.007,0,67.9631,0.1825,-0.1825,0,3275.0,157.0,-157.0,0,4.75761,0.0071053,-0.0071053,0,0.476997,0.0140438,-0.0140438,0,2019-11-14 17:07:15,2022-02-10 16:02:01
1455.01,387259626,APC,20h34m40.87s,308.670288,+66d26m25.38s,66.440384,33.7,0.039,-0.039,0.0,20.793,0.04,-0.04,0.0,2460656.395911,0.000949,-0.000949,0,3.6231364,4.1e-06,-4.1e-06,0,2.385,0.194,-0.194,0,17749.0,878.839,-878.839,0,18.4921,0.931071,-0.931071,0,483.742,,,,1306.0,,,,10.1543,0.006,-0.006,0,245.692,1.151,-1.151,0,6458.8,157.5,-157.5,0,4.32,0.09,-0.09,0,1.35,0.06,-0.06,0,2019-11-21 21:07:37,2025-07-23 16:00:01
1457.01,176860064,APC,23h39m20.8s,354.836651,+45d43m11.46s,45.719851,-4.6,1.1,-1.1,0.0,-10.7,1.1,-1.1,0.0,2460602.885963,0.002176,-0.002176,0,6.3768174,1.92e-05,-1.92e-05,0,2.752,0.582,-0.582,0,2760.0,5292.52,-5292.52,0,,,,0,774.775,,,,1469.0,,,,7.1145,0.006,-0.006,0,41.2482,,,0,6393.0,280.6,-280.6,0,,,,0,,,,0,2019-12-05 16:42:06,2025-05-02 16:23:22
1461.01,44631965,APC,01h28m56.73s,22.236394,+35d51m53.47s,35.864854,31.744,0.113,-0.113,0.0,9.327,0.195,-0.195,0.0,2458767.317052,0.000472,-0.000472,0,3.5686777,0.0001498,-0.0001498,0,2.5811179,0.0294437,-0.0294437,0,20121.1854664,267.08032,-267.08032,0,20.2503751,1.2539213,-1.2539213,0,876.963913,,,,1387.9223847,,,,11.3805,0.008,-0.008,0,359.959,15.2915,-15.2915,0,6046.0,127.034,-127.034,0,4.26929,0.0885618,-0.0885618,0,1.28529,0.0787688,-0.0787688,0,2019-12-05 16:42:06,2021-10-29 12:59:15
1490.01,283474780,APC,00h52m04.24s,13.017676,+36d23m34.85s,36.393013,51.364,0.071,-0.071,0.0,17.95,0.075,-0.075,0.0,2458765.91435,0.01417,-0.01417,0,3.9943,0.00339,-0.00339,0,4.876,0.872,-0.872,0,550.0,1.9233,-1.9233,0,11.9767,,,0,746.666,,,,1456.0,,,,8.39511,0.006,-0.006,0,247.112,2.886,-2.886,0,4939.0,122.0,-122.0,0,,,,0,5.11,,,0,2019-12-05 21:41:09,2023-06-18 12:02:58
1528.01,285543785,APC,00h52m53.29s,13.222022,+60d53m30.07s,60.891685,-4.2,3.2,-3.2,0.0,0.4,3.1,-3.1,0.0,2460441.842967,0.000678,-0.000678,0,9.9385448,7.2e-06,-7.2e-06,0,3.933,0.675,-0.675,0,8500.0,8859.7,-8859.7,0,,,,0,,,,,,,,,9.716,0.033,-0.033,0,392.878,,,0,,,,0,,,,0,,,,0,2019-12-05 21:41:10,2024-08-24 10:08:02
153.01,231081369,APC,04h32m17.71s,68.073785,-66d54m58.68s,-66.916299,12.131,2.933,-2.933,0.0,15.615,2.933,-2.933,0.0,2460069.867358,0.001807,-0.001807,0,7.6316384,6.4e-06,-6.4e-06,0,2.054,0.175,-0.175,0,4580.0,6.61239,-6.61239,0,12.4425,,,0,212.617,,,,,,,,11.7349,0.006,-0.006,0,436.225,,,0,6338.3,291.5,-291.5,0,4.16,0.2,-0.2,0,1.49,,,0,2018-09-05 18:34:59,2023-09-12 16:02:09
1531.01,312678993,APC,00h54m23.36s,13.597343,+54d31m40.83s,54.528009,-5.3,1.1,-1.1,0.0,-5.1,1.1,-1.1,0.0,2459882.497022,0.000285,-0.000285,0,0.5175204,1.04e-05,-1.04e-05,0,1.0433667,0.0922411,-0.0922411,0,1347.965557,46.59074,-46.59074,0,,,,0,6277.4912154,,,,2270.2112839,,,,8.3593,0.008,-0.008,0,,,,0,5095.6,158.4,-158.4,0,,,,0,,,,0,2019-12-05 21:41:10,2023-02-24 10:10:01
1553.01,327341626,APC,01h38m45.72s,24.690503,+42d40m39.86s,42.677739,10.862,0.109,-0.109,0.0,-10.268,0.186,-0.186,0.0,2460633.005956,0.000898,-0.000898,0,5.9382163,5.2e-06,-5.2e-06,0,2.244,0.239,-0.239,0,6171.0,405.17,-405.17,0,18.5099,1.37265,-1.37265,0,576.071,,,,1364.0,,,,10.3478,0.007,-0.007,0,441.44,22.9885,-22.9885,0,6775.5,129.2,-129.2,0,3.97,0.1,-0.1,0,2.09,0.14,-0.14,0,2019-12-05 21:41:11,2025-07-09 10:08:02
